,Sea,Date,LID,HID,AID,Open,OddsH,OddsD,OddsA,HSC,ASC,H,D,A
166,2000,2000-05-15,R1,407,2,2000-05-11,0.0,0.0,0.0,0,2,0,0,1
167,2000,2000-05-15,R1,406,273,2000-05-11,0.0,0.0,0.0,0,2,0,0,1
168,2000,2000-05-16,R1,266,285,2000-05-12,0.0,0.0,0.0,1,0,1,0,0
169,2000,2000-05-17,Q1,346,497,2000-05-13,0.0,0.0,0.0,0,2,0,0,1
170,2000,2000-05-17,Q1,159,331,2000-05-13,0.0,0.0,0.0,2,0,1,0,0
171,2000,2000-05-17,Q1,120,561,2000-05-13,0.0,0.0,0.0,3,1,1,0,0
172,2000,2000-05-17,Q1,601,447,2000-05-13,0.0,0.0,0.0,0,0,0,1,0
173,2000,2000-05-17,Q1,448,100,2000-05-13,0.0,0.0,0.0,0,1,0,0,1
174,2000,2000-05-17,Q1,31,222,2000-05-13,0.0,0.0,0.0,4,0,1,0,0
175,2000,2000-05-17,Q1,216,345,2000-05-13,0.0,0.0,0.0,1,1,0,1,0
176,2000,2000-05-17,Q1,535,19,2000-05-13,0.0,0.0,0.0,2,0,1,0,0
177,2000,2000-05-18,E1,599,143,2000-05-14,0.0,0.0,0.0,0,2,0,0,1
178,2000,2000-05-18,E1,491,528,2000-05-14,0.0,0.0,0.0,2,0,1,0,0
179,2000,2000-05-18,E1,486,251,2000-05-14,0.0,0.0,0.0,0,1,0,0,1
180,2000,2000-05-18,E1,484,483,2000-05-14,0.0,0.0,0.0,2,1,1,0,0
181,2000,2000-05-18,E1,341,117,2000-05-14,0.0,0.0,0.0,1,0,1,0,0
182,2000,2000-05-18,E1,122,59,2000-05-14,0.0,0.0,0.0,2,2,0,1,0
183,2000,2000-05-18,E1,593,430,2000-05-14,0.0,0.0,0.0,0,0,0,1,0
184,2000,2000-05-21,E1,491,484,2000-05-17,0.0,0.0,0.0,3,1,1,0,0
185,2000,2000-05-21,E1,599,528,2000-05-17,0.0,0.0,0.0,2,2,0,1,0
186,2000,2000-05-21,E1,486,143,2000-05-17,0.0,0.0,0.0,0,0,0,1,0
187,2000,2000-05-21,E1,483,122,2000-05-17,0.0,0.0,0.0,3,2,1,0,0
188,2000,2000-05-21,E1,117,593,2000-05-17,0.0,0.0,0.0,2,1,1,0,0
189,2000,2000-05-21,E1,59,341,2000-05-17,0.0,0.0,0.0,0,0,0,1,0
190,2000,2000-05-21,E1,430,251,2000-05-17,0.0,0.0,0.0,1,1,0,1,0
191,2000,2000-05-21,R1,407,538,2000-05-17,0.0,0.0,0.0,0,2,0,0,1
192,2000,2000-05-21,R1,260,284,2000-05-17,0.0,0.0,0.0,2,3,0,0,1
193,2000,2000-05-21,R1,234,566,2000-05-17,0.0,0.0,0.0,3,2,1,0,0
194,2000,2000-05-22,R1,287,273,2000-05-18,0.0,0.0,0.0,0,1,0,0,1
195,2000,2000-05-22,Q1,447,31,2000-05-18,0.0,0.0,0.0,0,1,0,0,1
196,2000,2000-05-22,R1,233,285,2000-05-18,0.0,0.0,0.0,1,1,0,1,0
197,2000,2000-05-22,R1,406,2,2000-05-18,0.0,0.0,0.0,1,0,1,0,0
198,2000,2000-05-22,Q1,601,346,2000-05-18,0.0,0.0,0.0,2,0,1,0,0
199,2000,2000-05-22,R1,266,263,2000-05-18,0.0,0.0,0.0,2,4,0,0,1
200,2000,2000-05-26,Q1,19,601,2000-05-22,0.0,0.0,0.0,1,0,1,0,0
201,2000,2000-05-26,Q1,448,31,2000-05-22,0.0,0.0,0.0,2,2,0,1,0
202,2000,2000-05-26,Q1,345,120,2000-05-22,0.0,0.0,0.0,0,3,0,0,1
203,2000,2000-05-26,Q1,222,346,2000-05-22,0.0,0.0,0.0,1,1,0,1,0
204,2000,2000-05-26,Q1,497,159,2000-05-22,0.0,0.0,0.0,3,1,1,0,0
205,2000,2000-05-26,Q1,561,535,2000-05-22,0.0,0.0,0.0,2,3,0,0,1
206,2000,2000-05-26,Q1,331,216,2000-05-22,0.0,0.0,0.0,3,2,1,0,0
207,2000,2000-05-27,Q1,100,447,2000-05-23,0.0,0.0,0.0,1,1,0,1,0
208,2000,2000-05-28,E1,251,117,2000-05-24,0.0,0.0,0.0,3,1,1,0,0
209,2000,2000-05-28,E1,484,599,2000-05-24,0.0,0.0,0.0,3,0,1,0,0
210,2000,2000-05-28,E1,483,491,2000-05-24,0.0,0.0,0.0,0,0,0,1,0
211,2000,2000-05-28,E1,143,430,2000-05-24,0.0,0.0,0.0,3,2,1,0,0
212,2000,2000-05-28,E1,122,341,2000-05-24,0.0,0.0,0.0,1,1,0,1,0
213,2000,2000-05-28,E1,59,593,2000-05-24,0.0,0.0,0.0,0,1,0,0,1
214,2000,2000-05-28,R1,538,266,2000-05-24,0.0,0.0,0.0,1,2,0,0,1
215,2000,2000-05-28,R1,263,406,2000-05-24,0.0,0.0,0.0,0,1,0,0,1
216,2000,2000-05-28,R1,285,287,2000-05-24,0.0,0.0,0.0,2,2,0,1,0
217,2000,2000-05-28,E1,528,486,2000-05-24,0.0,0.0,0.0,1,1,0,1,0
218,2000,2000-05-29,R1,273,234,2000-05-25,0.0,0.0,0.0,0,1,0,0,1
219,2000,2000-05-29,R1,233,2,2000-05-25,0.0,0.0,0.0,1,2,0,0,1
220,2000,2000-05-29,R1,284,407,2000-05-25,0.0,0.0,0.0,4,1,1,0,0
221,2000,2000-05-30,R1,566,260,2000-05-26,0.0,0.0,0.0,0,0,0,1,0
222,2000,2000-06-04,E1,486,484,2000-05-31,0.0,0.0,0.0,2,1,1,0,0
223,2000,2000-06-04,E1,593,122,2000-05-31,0.0,0.0,0.0,0,3,0,0,1
224,2000,2000-06-04,E1,599,491,2000-05-31,0.0,0.0,0.0,1,1,0,1,0
225,2000,2000-06-04,E1,117,143,2000-05-31,0.0,0.0,0.0,2,3,0,0,1
226,2000,2000-06-04,E1,341,483,2000-05-31,0.0,0.0,0.0,0,0,0,1,0
227,2000,2000-06-04,E1,430,528,2000-05-31,0.0,0.0,0.0,1,1,0,1,0
228,2000,2000-06-04,E1,251,59,2000-05-31,0.0,0.0,0.0,0,2,0,0,1
229,2000,2000-06-08,Q1,601,561,2000-06-04,0.0,0.0,0.0,3,0,1,0,0
230,2000,2000-06-08,Q1,535,345,2000-06-04,0.0,0.0,0.0,1,1,0,1,0
231,2000,2000-06-08,Q1,159,222,2000-06-04,0.0,0.0,0.0,2,2,0,1,0
232,2000,2000-06-08,Q1,120,331,2000-06-04,0.0,0.0,0.0,3,0,1,0,0
233,2000,2000-06-08,Q1,216,497,2000-06-04,0.0,0.0,0.0,2,0,1,0,0
234,2000,2000-06-08,Q1,447,19,2000-06-04,0.0,0.0,0.0,0,1,0,0,1
235,2000,2000-06-08,Q1,346,448,2000-06-04,0.0,0.0,0.0,0,1,0,0,1
236,2000,2000-06-08,Q1,31,100,2000-06-04,0.0,0.0,0.0,4,1,1,0,0
237,2000,2000-06-12,Q1,31,346,2000-06-08,0.0,0.0,0.0,4,0,1,0,0
238,2000,2000-06-12,Q1,331,535,2000-06-08,0.0,0.0,0.0,3,2,1,0,0
239,2000,2000-06-12,Q1,497,120,2000-06-08,0.0,0.0,0.0,3,1,1,0,0
240,2000,2000-06-12,Q1,222,216,2000-06-08,0.0,0.0,0.0,0,1,0,0,1
241,2000,2000-06-12,Q1,561,447,2000-06-08,0.0,0.0,0.0,0,0,0,1,0
242,2000,2000-06-12,Q1,448,159,2000-06-08,0.0,0.0,0.0,2,4,0,0,1
243,2000,2000-06-12,Q1,345,601,2000-06-08,0.0,0.0,0.0,1,1,0,1,0
244,2000,2000-06-13,Q1,100,19,2000-06-09,0.0,0.0,0.0,0,1,0,0,1
245,2000,2000-06-18,E1,59,143,2000-06-14,0.0,0.0,0.0,1,2,0,0,1
246,2000,2000-06-18,E1,122,251,2000-06-14,0.0,0.0,0.0,3,0,1,0,0
247,2000,2000-06-18,E1,117,528,2000-06-14,0.0,0.0,0.0,2,2,0,1,0
248,2000,2000-06-18,E1,341,593,2000-06-14,0.0,0.0,0.0,5,0,1,0,0
249,2000,2000-06-18,E1,484,430,2000-06-14,0.0,0.0,0.0,2,0,1,0,0
250,2000,2000-06-18,E1,491,486,2000-06-14,0.0,0.0,0.0,2,0,1,0,0
251,2000,2000-06-18,E1,599,483,2000-06-14,0.0,0.0,0.0,0,1,0,0,1
252,2000,2000-06-18,Q1,120,222,2000-06-14,0.0,0.0,0.0,3,1,1,0,0
253,2000,2000-06-18,Q1,346,100,2000-06-14,0.0,0.0,0.0,1,2,0,0,1
254,2000,2000-06-18,Q1,159,31,2000-06-14,0.0,0.0,0.0,2,1,1,0,0
255,2000,2000-06-18,Q1,216,448,2000-06-14,0.0,0.0,0.0,2,0,1,0,0
256,2000,2000-06-18,Q1,535,497,2000-06-14,0.0,0.0,0.0,0,3,0,0,1
257,2000,2000-06-18,Q1,447,345,2000-06-14,0.0,0.0,0.0,0,0,0,1,0
258,2000,2000-06-18,Q1,19,561,2000-06-14,0.0,0.0,0.0,1,1,0,1,0
259,2000,2000-06-19,Q1,601,331,2000-06-15,0.0,0.0,0.0,3,0,1,0,0
260,2000,2000-06-22,Q1,100,561,2000-06-18,0.0,0.0,0.0,0,2,0,0,1
261,2000,2000-06-23,Q1,497,601,2000-06-19,0.0,0.0,0.0,1,2,0,0,1
262,2000,2000-06-23,Q1,345,19,2000-06-19,0.0,0.0,0.0,1,0,1,0,0
263,2000,2000-06-23,Q1,331,447,2000-06-19,0.0,0.0,0.0,0,3,0,0,1
264,2000,2000-06-23,Q1,222,535,2000-06-19,0.0,0.0,0.0,1,2,0,0,1
265,2000,2000-06-23,Q1,448,120,2000-06-19,0.0,0.0,0.0,1,1,0,1,0
266,2000,2000-06-23,Q1,31,216,2000-06-19,0.0,0.0,0.0,2,0,1,0,0
267,2000,2000-06-23,Q1,346,159,2000-06-19,0.0,0.0,0.0,0,3,0,0,1
268,2000,2000-06-25,E1,143,122,2000-06-21,0.0,0.0,0.0,2,0,1,0,0
269,2000,2000-06-25,E1,117,484,2000-06-21,0.0,0.0,0.0,1,2,0,0,1
270,2000,2000-06-25,E1,483,593,2000-06-21,0.0,0.0,0.0,2,0,1,0,0
271,2000,2000-06-25,E1,430,491,2000-06-21,0.0,0.0,0.0,1,0,1,0,0
272,2000,2000-06-25,E1,251,341,2000-06-21,0.0,0.0,0.0,2,0,1,0,0
273,2000,2000-06-25,E1,486,599,2000-06-21,0.0,0.0,0.0,2,0,1,0,0
274,2000,2000-06-25,E1,528,59,2000-06-21,0.0,0.0,0.0,1,2,0,0,1
275,2000,2000-06-27,Q1,601,222,2000-06-23,0.0,0.0,0.0,5,0,1,0,0
276,2000,2000-06-27,Q1,100,159,2000-06-23,0.0,0.0,0.0,2,2,0,1,0
277,2000,2000-06-27,Q1,216,346,2000-06-23,0.0,0.0,0.0,1,0,1,0,0
278,2000,2000-06-27,Q1,120,31,2000-06-23,0.0,0.0,0.0,3,0,1,0,0
279,2000,2000-06-27,Q1,535,448,2000-06-23,0.0,0.0,0.0,2,0,1,0,0
280,2000,2000-06-27,Q1,447,497,2000-06-23,0.0,0.0,0.0,2,3,0,0,1
281,2000,2000-06-27,Q1,561,345,2000-06-23,0.0,0.0,0.0,0,1,0,0,1
282,2000,2000-06-27,Q1,19,331,2000-06-23,0.0,0.0,0.0,4,3,1,0,0
283,2000,2000-07-02,E1,593,251,2000-06-28,0.0,0.0,0.0,1,1,0,1,0
284,2000,2000-07-02,E1,122,528,2000-06-28,0.0,0.0,0.0,1,1,0,1,0
285,2000,2000-07-02,E1,341,143,2000-06-28,0.0,0.0,0.0,1,2,0,0,1
286,2000,2000-07-02,E1,483,486,2000-06-28,0.0,0.0,0.0,3,1,1,0,0
